"readcode","medcode","recK","recK_ID","medcodeid.nealon","originalreadcode.nealon","snomedctconceptid","snomedctdescriptionid.nealon","recN","recN_ID","recLSHTM","recLSHTM_ID","recP","recP_ID","level","originalreadcode.ds","medcodeid.ds","recDS","recDS_ID","readterm","sctid","medcodeid.primis","originalreadcode.primis","readterm.emis","snomedctdescriptionid.primis","recPRIMIS","recPRIMIS_ID","recADD","source","medcodeid","originalreadcode_a","readcode_a","snomedctconceptid_a","snomedctdescriptionid_a","release_a","emiscodecategoryid_a","snomedctconceptid_clean","snomedctdescriptionid_clean","brand","havebrand"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIM933665","9336651000006116","DS","164","Imuvac vaccine suspension for injection 0.5ml pre-filled syringes (Mylan Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9336651000006116",NA,NA,NA,NA,NA,NA,"10859911000001105",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIM933666","9336661000006119","DS","165","Imuvac vaccine suspension for injection 0.5ml pre-filled syringes (Mylan Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9336661000006119",NA,NA,NA,NA,NA,NA,"10860011000001107",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIM933667","9336671000006114","DS","166","Imuvac vaccine suspension for injection 0.5ml pre-filled syringes (Mylan Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9336671000006114",NA,NA,NA,NA,NA,NA,"10860111000001108",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1189570","11895701000006116","DS","167","Imuvac vaccine suspension for injection 0.5ml pre-filled syringes (Mylan)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11895701000006116",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1186475","11864751000006116","DS","168","Imuvac vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11864751000006116",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1189571","11895711000006118","DS","169","Imuvac vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11895711000006118",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGC6207EMIS","642021000033115","DS","170","Inactivated Influenza (Split Virion)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","642021000033115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN736163","7361631000006118","DS","171","Inactivated Influenza split virion subtype H1N1v-like strain adjuvant vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7361631000006118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN738662","7386621000006113","DS","172","Inactivated Influenza split virion subtype H1N1v-like strain unadjuvanted vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7386621000006113",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN676648","6766481000006114","DS","173","Inactivated influenza split virion vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6766481000006114","^ESCTIN676648","","408752008","2470613011",NA,"31","408752008","2470613011","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN617824","6178241000006117","DS","174","Inactivated Influenza split virion vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6178241000006117","^ESCTIN617824","","346524008","2536242017",NA,"31","346524008","2536242017","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN712198","7121981000006113","DS","175","Inactivated influenza split virus trivalent vaccine 0.25mL prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7121981000006113",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN712410","7124101000006116","DS","176","Inactivated influenza split virus trivalent vaccine 0.5mL prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7124101000006116",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN711124","7111241000006116","DS","177","Inactivated influenza split virus trivalent vaccine 0.5mL vial",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7111241000006116",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN617825","6178251000006115","DS","178","Inactivated Influenza surface antigen sub-unit vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6178251000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN618698","6186981000006113","DS","179","Inactivated Influenza surface antigen sub-unit vaccine prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6186981000006113",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN617826","6178261000006118","DS","180","Inactivated Influenza surface antigen vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6178261000006118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGC23005NEMIS","912021000033113","DS","181","Inactivated Influenza Surface Antigen Virosome",NA,NA,NA,NA,NA,NA,NA,NA,"DS","912021000033113",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN693932","6939321000006111","DS","182","Inactivated Influenza surface antigen virosome vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6939321000006111",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN692570","6925701000006118","DS","183","Inactivated Influenza surface antigen virosome vaccine prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6925701000006118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGC865","77021000033112","DS","184","Inactivated Influenza Vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","77021000033112",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN652437","6524371000006115","DS","185","Inactivated Influenza vaccine (split virion) prefilled syringe 0.5mL",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6524371000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN652439","6524391000006119","DS","186","Inactivated Influenza vaccine (surface antigen) prefilled syringe 0.5mL",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6524391000006119",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGC6219BRIDL","644221000033116","DS","187","Inactivated Influenza Vaccine, Surface Antigen",NA,NA,NA,NA,NA,NA,NA,NA,"DS","644221000033116",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGC38112NEMIS","966521000033115","DS","188","Inactivated Influenza Virus Split Virion Adjuvanted",NA,NA,NA,NA,NA,NA,NA,NA,"DS","966521000033115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGC38014NEMIS","966421000033119","DS","189","Inactivated Influenza Virus Whole Virion Vero Cell Derived",NA,NA,NA,NA,NA,NA,NA,NA,"DS","966421000033119",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA12703NEMIS","825831000033112","DS","190","Inflexal Berna V",NA,NA,NA,NA,NA,NA,NA,NA,"DS","825831000033112",NA,NA,NA,NA,NA,NA,NA,NA,"Berna","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA51913NEMIS","1327331000033114","DS","191","Inflexal V",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1327331000033114",NA,NA,NA,NA,NA,NA,"9507501000001104",NA,"Berna","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA51913NEMIS","9191581000006119","DS","192","Inflexal V",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9191581000006119",NA,NA,NA,NA,NA,NA,"9507501000001104",NA,"Berna","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN919158","1327331000033114","DS","193","Inflexal V",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1327331000033114",NA,NA,NA,NA,NA,NA,"9507501000001104",NA,"Berna","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN919158","9191581000006119","DS","194","Inflexal V",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9191581000006119",NA,NA,NA,NA,NA,NA,"9507501000001104",NA,"Berna","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927957","9279571000006112","DS","195","Inflexal V vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279571000006112",NA,NA,NA,NA,NA,NA,NA,NA,"Berna","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927958","9279581000006110","DS","196","Inflexal V vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279581000006110",NA,NA,NA,NA,NA,NA,"10306711000001105",NA,"Berna","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927959","9279591000006113","DS","197","Inflexal V vaccine suspension for injection 0.5ml pre-filled syringes (Janssen-Cilag Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279591000006113",NA,NA,NA,NA,NA,NA,"10306811000001102",NA,"Berna","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN618693","6186931000006112","DS","198","Influenza (split virion) vaccine 0.5mL prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6186931000006112",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN618694","6186941000006119","DS","199","Influenza (split virion) vaccine injection suspension 0.5mL prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6186941000006119",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN618695","6186951000006117","DS","200","Influenza (split virion) vaccine injection suspension prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6186951000006117",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN618692","6186921000006114","DS","201","Influenza (split virion) vaccine prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6186921000006114",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN618697","6186971000006110","DS","202","Influenza (surface antigen) vaccine prefilled syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6186971000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN728095","7280951000006117","DS","203","Influenza A virus subtype H1N1 monovalent live vaccine 0.2mL intranasal suspension",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7280951000006117",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN727305","7273051000006115","DS","204","Influenza A virus subtype H1N1 monovalent vaccine 0.5mL injection solution",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7273051000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","JHCIN91","1852961000006118","DS","205","Influenza A virus subtype H1N1 vaccination",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1852961000006118","JHCIN91","","442333005","1852961000006118",NA,"9","442333005","1852961000006118","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","EMISNQIN54","1727781000006114","DS","206","Influenza A virus subtype H1N1 vaccination administration",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1727781000006114","EMISNQIN54","","1727781000006105","1727781000006114",NA,"9","1727781000006105","1727781000006114","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN726331","7263311000006114","DS","207","Influenza A virus subtype H1N1 vaccination status",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7263311000006114",NA,NA,NA,NA,NA,NA,"442364007",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN728094","7262621000006118","DS","208","Influenza A virus subtype H1N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7262621000006118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN728094","7280941000006119","DS","209","Influenza A virus subtype H1N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7280941000006119",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN726262","7262621000006118","DS","210","Influenza A virus subtype H1N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7262621000006118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN726262","7280941000006119","DS","211","Influenza A virus subtype H1N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7280941000006119",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H3N2","^ESCTIN768339","7683391000006115","DS","212","Influenza caused by influenza virus type A, avian, H3N2 strain",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7683391000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1","^ESCTIN708016","7080161000006111","DS","213","Influenza caused by influenza virus type A, avian, H5N1 strain",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7080161000006111",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN983728","9837281000006110","DS","214","Influenza H1N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9837281000006110",NA,NA,NA,NA,NA,NA,"15651811000001103",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN983722","9837221000006111","DS","215","Influenza H1N1 vaccine (split virion, inactivated, adjuvanted) emulsion and suspension for emulsion for injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9837221000006111",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN983719","9837191000006116","DS","216","Influenza H1N1 vaccine (split virion, inactivated, adjuvanted) emulsion and suspension for emulsion for injection 500 dose",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9837191000006116",NA,NA,NA,NA,NA,NA,"15650911000001101",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN983723","9837231000006114","DS","217","Influenza H1N1 vaccine (whole virion, Vero cell derived, inactivated) suspension for injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9837231000006114",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN983708","9837081000006115","DS","218","Influenza H1N1 vaccine (whole virion, Vero cell derived, inactivated) suspension for injection 200 dose",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9837081000006115",NA,NA,NA,NA,NA,NA,"15650011000001100",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN390135","3901351000006116","DS","219","Influenza immunisation",NA,NA,NA,NA,NA,NA,NA,NA,"DS","3901351000006116","^ESCTIN390135","","86198006","506969016",NA,"9","86198006","506969016","","0"
"9k7..00","12105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9k7","979321000006111","DS","220","Influenza immunisation for those in the 65 years and over and other at risk groups enhanced services administration",NA,NA,NA,NA,NA,NA,NA,NA,"DS","979321000006111","9k7","9k7..00","166311000000109","1153511000000115",NA,"37","166311000000109","1153511000000115","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN390134","3901341000006118","DS","221","Influenza immunization",NA,NA,NA,NA,NA,NA,NA,NA,"DS","3901341000006118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"68NO.00","31235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN464247","4642471000006118","DS","222","Influenza immunization advised at home",NA,NA,NA,NA,NA,NA,NA,NA,"DS","4642471000006118",NA,NA,NA,NA,NA,NA,"171282003",NA,"","0"
"68NN.00","10584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN550628","5506281000006110","DS","223","Influenza immunization advised in surgery",NA,NA,NA,NA,NA,NA,NA,NA,"DS","5506281000006110",NA,NA,NA,NA,NA,NA,"268561003",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN677581","6775811000006119","DS","224","Influenza live virus vaccine 0.5mL nasal spray",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6775811000006119",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199427","11994271000006112","DS","225","Influenza MYL vaccine suspension for injection 0.5ml pre-filled syringes (Mylan)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994271000006112",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199429","11994291000006113","DS","226","Influenza MYL vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994291000006113","^ESCT1199429","","35727611000001101","109533601000001114",NA,"31","35727611000001101","109533601000001114","Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199428","11994281000006110","DS","227","Influenza MYL vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994281000006110",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN694370","6178231000006110","DS","228","Influenza split virion vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6178231000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN694370","6943701000006115","DS","229","Influenza split virion vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6943701000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN617823","6178231000006110","DS","230","Influenza split virion vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6178231000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN617823","6943701000006115","DS","231","Influenza split virion vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6943701000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN693764","6937641000006116","DS","232","Influenza surface antigen vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6937641000006116",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199421","11994211000006115","DS","233","Influenza Tetra MYL vaccine suspension for injection 0.5ml pre-filled syringes (Mylan)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994211000006115",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199422","11994221000006111","DS","234","Influenza Tetra MYL vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994221000006111","^ESCT1199422","","35726911000001109","109532601000001115",NA,"31","35726911000001109","109532601000001115","Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199423","11994231000006114","DS","235","Influenza Tetra MYL vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994231000006114",NA,NA,NA,NA,NA,NA,"35727011000001108",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1248853","12488531000006115","DS","236","Influenza vacc consent given",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12488531000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"9OXZ.00","35655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9OXZ","17151000000115","DS","237","Influenza vacc.administrat.NOS",NA,NA,NA,NA,NA,NA,NA,NA,"DS","17151000000115","9OXZ","9OXZ.00","714801000000104","1566041000000116",NA,"9","714801000000104","1566041000000116","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCNQIN3","924501000006111","DS","240","Influenza vaccination",NA,NA,NA,NA,NA,NA,NA,NA,"DS","924501000006111","PCNQIN3","","924501000006107","924501000006111",NA,"9","924501000006107","924501000006111","","0"
"65E..00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PCNQIN3","142934010","DS","241","Influenza vaccination",NA,NA,NA,NA,NA,NA,NA,NA,"DS","142934010","65E","65E..00","86198006","142934010",NA,"9","86198006","142934010","","0"
"9OX..00","9039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9OX","17111000000119","DS","242","Influenza vaccination administration",NA,NA,NA,NA,NA,NA,NA,NA,"DS","17111000000119","9OX","9OX..00","714801000000104","1566041000000116",NA,"9","714801000000104","1566041000000116","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMISNQIN64","1743461000006119","DS","243","Influenza vaccination appointment booked",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1743461000006119","EMISNQIN64","","1743461000006103","1743461000006119",NA,"9","1743461000006103","1743461000006119","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMISNQIN166","1854681000006113","DS","244","Influenza vaccination can be given by healthcare assistant",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1854681000006113","EMISNQIN166","","1854681000006109","1854681000006113",NA,"9","1854681000006109","1854681000006113","","0"
"68NV.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN464256","265445015","DS","245","Influenza vaccination consent given",NA,NA,NA,NA,NA,NA,NA,NA,"DS","265445015","68NV","68NV.00","171290003","2837355012",NA,"9","171290003","2837355012","","0"
"68NV.00","10821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN464256","4642561000006114","DS","246","Influenza vaccination consent given",NA,NA,NA,NA,NA,NA,NA,NA,"DS","4642561000006114",NA,NA,NA,NA,NA,NA,"171290003",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN802297","8022971000006117","DS","249","Influenza vaccination given","73701000119109","8022971000006117","^ESCTIN802297",NA,"3331051012","PRIMIS","46",NA,"DS_PRIMIS","8022971000006117","^ESCTIN802297","","73701000119109","3331051012",NA,"31","73701000119109","3331051012","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN802297","8022971000006117","DS","249","Influenza vaccination given","73701000119109","8022981000006119","^ESCTVA802298",NA,"3330980014","PRIMIS","47",NA,"DS_PRIMIS","8022981000006119",NA,NA,NA,NA,NA,NA,"73701000119109","3330980014","","0"
